id,wtid,rectime,averageWindSpeed,averagePower,averageGeneratorSpeed,averagePitchAngle
286,6-82,2019/1/2 23:30,5.53495128,213.4757492,1074.975202,0.050003685
287,6-82,2019/1/2 23:40,5.620732739,260.8446526,1100.161173,0.050003685
288,6-82,2019/1/2 23:50,6.572614439,467.0109891,1269.602746,0.050003685
289,6-82,2019/1/3 0:00,6.856297207,626.5197961,1398.860381,0.050003685
290,6-82,2019/1/3 0:10,7.370221324,789.1586685,1506.26967,0.050003685
291,6-82,2019/1/3 0:20,7.50735133,715.771105,1463.818292,0.050003685
292,6-82,2019/1/3 0:30,7.672702282,773.6773024,1508.600906,0.050003685
293,6-82,2019/1/3 0:40,8.07155358,900.6761235,1584.217699,0.050003685
294,6-82,2019/1/3 0:50,7.276794486,691.5931264,1455.47574,0.050003685
295,6-82,2019/1/3 1:00,7.718221159,812.4207433,1532.496903,0.050003685
296,6-82,2019/1/3 1:10,7.592511537,796.0056908,1521.39949,0.050003685
297,6-82,2019/1/3 1:20,7.449733582,742.8212663,1487.806307,0.050003685
298,6-82,2019/1/3 1:30,7.285825667,776.602845,1502.880601,0.050003685
299,6-82,2019/1/3 1:40,8.067845538,1087.715274,1677.99938,0.050003685
300,6-82,2019/1/3 1:50,8.340958553,1143.958626,1706.148314,0.050003685
301,6-82,2019/1/3 2:00,8.261016249,918.976324,1584.885055,0.050003685
302,6-82,2019/1/3 2:10,6.65114229,414.3512052,1233.099683,0.050003685
303,6-82,2019/1/3 2:20,5.808532625,294.0571312,1132.949372,0.050003685
304,6-82,2019/1/3 2:30,4.478748034,133.1077799,1073.016197,0.050003685
305,6-82,2019/1/3 2:40,5.348002035,224.3420526,1100.107293,0.050003685
306,6-82,2019/1/3 2:50,6.449188905,462.0224502,1275.231878,0.050003685
307,6-82,2019/1/3 3:00,5.862413574,324.335172,1141.807572,0.050003685
308,6-82,2019/1/3 3:10,6.228552049,391.7560518,1202.691634,0.050003685
309,6-82,2019/1/3 3:20,5.904291295,371.2150027,1181.265309,0.050003685
310,6-82,2019/1/3 3:30,6.408563133,409.6738947,1218.104152,0.050003685
311,6-82,2019/1/3 3:40,7.631073093,711.5028292,1458.640168,0.050003685
312,6-82,2019/1/3 3:50,7.536193615,745.097676,1486.38287,0.050003685
313,6-82,2019/1/3 4:00,7.241797677,681.7316502,1442.04129,0.050003685
314,6-82,2019/1/3 4:10,6.862747997,629.045192,1402.997233,0.050003685
315,6-82,2019/1/3 4:20,6.270783373,395.6864163,1217.252734,0.050003685
316,6-82,2019/1/3 4:30,6.965062721,579.5688296,1355.880888,0.050003685
317,6-82,2019/1/3 4:40,6.692551729,545.3604224,1341.288268,0.050003685
318,6-82,2019/1/3 4:50,8.303132914,1075.995313,1644.575325,0.042086435
319,6-82,2019/1/3 5:00,8.638900075,1234.935017,1728.026465,0.010000737
320,6-82,2019/1/3 5:10,8.965941852,1277.448762,1739.740663,0.010000737
321,6-82,2019/1/3 5:20,10.8094403,1752.951827,1770.093157,0.392945618
322,6-82,2019/1/3 5:30,10.62758481,1880.697598,1770.679286,1.06207826
323,6-82,2019/1/3 5:40,10.55511583,1998.404024,1770.283839,1.620286043
324,6-82,2019/1/3 5:50,10.63222932,2015.148107,1770.61047,2.028399463
325,6-82,2019/1/3 6:00,10.51142233,1823.476104,1770.069946,0.587876653
326,6-82,2019/1/3 6:10,10.45736934,1697.962285,1770.918043,0.096007075
327,6-82,2019/1/3 6:20,10.58799109,1734.527138,1770.798672,0.093840247
328,6-82,2019/1/3 6:30,10.56278999,1732.286293,1770.518458,0.167762363
329,6-82,2019/1/3 6:40,9.165037742,1241.773147,1732.828187,0.050003685
330,6-82,2019/1/3 6:50,8.679305948,1180.559044,1712.403356,0.050003685
331,6-82,2019/1/3 7:00,8.826508763,1366.806779,1746.02639,0.050003685
332,6-82,2019/1/3 7:10,10.91537694,1908.903752,1772.135073,3.144148351
333,6-82,2019/1/3 7:20,11.32019153,2013.093995,1769.897512,4.564002908
334,6-82,2019/1/3 7:30,11.37064174,1975.31981,1771.407173,2.698198812
335,6-82,2019/1/3 7:40,11.96182272,2019.976584,1770.805306,5.632748368
336,6-82,2019/1/3 7:50,12.51194789,2020.074395,1770.559085,6.230459032
337,6-82,2019/1/3 8:00,10.84471423,1933.01058,1769.594082,1.610201978
