id,wtid,rectime,averageWindSpeed,averagePower,averageGeneratorSpeed,averagePitchAngle
654,6-82,2019/1/5 12:50,0.040051698061349505,0.00839587131975531,0.06885666684943395,0.33876846193317467
881,6-82,2019/1/7 2:40,0.2852909888001338,0.23391044847031073,0.7173212724008896,5.616715824214076E-4
1148,6-82,2019/1/8 23:20,0.5006729554760001,0.9940041871183501,0.9975177680389238,0.0321922048436238
1290,6-82,2019/1/9 23:10,0.5900843542696097,0.9965172949140874,0.9967550753088555,0.08827042805008312
1309,6-82,2019/1/10 2:20,0.6235437896209468,0.6325382341200307,0.9962432124132725,0.1379830428945999
1318,6-82,2019/1/10 3:50,0.6087583338858332,0.5899197362479368,0.9755581541209489,0.13734741682891738
1453,6-82,2019/1/11 2:30,0.37227078005074266,0.5038261862367354,0.9238661899399702,5.616715824214076E-4
1613,6-82,2019/1/12 5:10,0.5342643262450294,0.9974912331862198,0.9975047623006688,0.0661873760815807
1897,6-82,2019/1/14 11:40,0.35119711686162475,0.3445698569224385,0.8204608875243059,0.04828222287309421
2006,6-82,2019/1/15 5:50,0.8094975725082875,0.5207874999679353,0.9335684196928812,0.2211094975306278
2424,6-82,2019/1/18 3:40,0.3680291540649402,0.8015078641298077,0.9971921589913504,0.03893788056119774
2436,6-82,2019/1/18 5:40,0.3759899440620693,0.8131168610355127,0.9949170938230175,0.053925149572866385
2593,6-82,2019/1/19 7:50,0.34688875410172976,0.7296320759122072,0.9895392515897387,0.027889800965065038
2940,6-82,2019/1/21 17:40,0.3229034548919002,0.7941728915636495,0.9979515948241422,0.0011935520915843595
3298,6-82,2019/1/24 5:20,0.1652331197619984,0.10591580628607197,0.6068998764860755,4.49337259197564E-4
3315,6-82,2019/1/24 8:10,0.25308241232847356,0.38439263621375785,0.8483023094496719,4.49337259197564E-4
3347,6-82,2019/1/24 13:30,0.13021605236086098,0.044540292155813226,0.6067596007494008,4.49337259197564E-4
3539,6-82,2019/1/25 21:30,0.5338480842962908,0.9965651224822479,0.997872633694441,0.1398318777370643
3575,6-82,2019/1/26 3:30,0.35894875614070476,0.8307173181058837,0.9976427156841332,0.0016719089949722766
3615,6-82,2019/1/26 10:10,0.0410297330837193,0.009961129548880263,0.0056816200978293185,1.0
3965,6-82,2019/1/28 20:30,0.3566441706248703,0.8567614833323968,0.9977955321281425,0.0012347413404377413
4153,6-82,2019/1/30 4:00,0.518279022115619,0.6501430483080205,0.9959371094518297,0.16164813775190096
