id,wtid,rectime,averageWindSpeed,averagePower,averageGeneratorSpeed,averagePitchAngle
81,6-82,2019/1/1 13:20,0.3623987783653148,0.4545596839187459,0.8614208563620267,4.49337259197564E-4
128,6-82,2019/1/1 21:10,0.7099385660953637,0.9988303997161605,0.9978127113788372,0.1274301688485396
187,6-82,2019/1/2 7:00,0.3800398247492359,0.5319834434924687,0.9417397026640723,4.49337259197564E-4
213,6-82,2019/1/2 11:20,0.05707720985470291,0.008791533827032417,0.00601047776736984,0.9996630668297257
310,6-82,2019/1/3 3:30,0.27636083598123723,0.21131420747084995,0.6880269280383259,6.740058719474409E-4
352,6-82,2019/1/3 10:30,0.5667420061336632,0.9962477252153163,0.9967708656298498,0.0817101052946455
538,6-82,2019/1/4 17:30,0.2367343227208475,0.14069311134023743,0.6215070226716624,5.616715824214076E-4
641,6-82,2019/1/5 10:40,0.4743895719407659,0.8690052737940458,0.9969510964870251,0.007063955970551804
652,6-82,2019/1/5 12:30,0.22970571374148804,0.1459994598169674,0.6472049153854607,2.2466862398248032E-4
1036,6-82,2019/1/8 4:40,0.3862336477939233,0.5989938837761609,0.9378579635101878,0.0013480117551274852
1054,6-82,2019/1/8 7:40,0.703392133758906,0.994382459836245,0.9958632619814165,0.12900472238781788
1381,6-82,2019/1/10 14:20,0.4026210937530069,0.5864935602524766,0.9434643432282475,5.63543821516225E-4
1507,6-82,2019/1/11 11:30,0.1443358880206949,0.034279154965582315,0.6067967578404848,4.49337259197564E-4
1701,6-82,2019/1/13 3:00,0.5000034319548904,0.9716514344274623,0.9967652981452059,0.04235471584214237
1831,6-82,2019/1/14 0:40,0.36077050663601096,0.39482334094583244,0.8499168732730775,4.49337259197564E-4
2677,6-82,2019/1/19 21:50,0.43793543626530385,0.9633033906978706,0.9957508561640982,0.05806186078015204
2753,6-82,2019/1/20 10:30,0.47603811984389355,0.9192891913378702,0.9950081362319154,0.10258088435317984
2952,6-82,2019/1/21 19:40,0.41481404444601255,0.42835900243146,0.8780662588438457,0.1358327764233769
3582,6-82,2019/1/26 4:40,0.2691112531953013,0.3999626077260916,0.8580756166574903,4.49337259197564E-4
3593,6-82,2019/1/26 6:30,0.22283813382867734,0.24587163020055186,0.7357600599032951,4.49337259197564E-4
3690,6-82,2019/1/26 22:40,0.4687340983023616,0.9961651101384471,0.997444378315814,0.1148290683329475
4108,6-82,2019/1/29 20:30,0.5167477436433844,0.7395888519588348,0.9956751463288912,0.15052142156398496
4133,6-82,2019/1/30 0:40,0.6327554791274295,0.7237319127883246,0.9965372340955188,0.1874223082253093
