id,wtid,rectime,averageWindSpeed,averagePower,averageGeneratorSpeed,averagePitchAngle
27,6-82,2019/1/1 4:20,0.3705223068722819,0.47928207035547155,0.9085306478951005,5.616715824214076E-4
52,6-82,2019/1/1 8:30,0.499056420024294,0.9815473389348021,0.9974271867389987,0.026863814300548357
186,6-82,2019/1/2 6:50,0.34159555696518035,0.4269676565453981,0.8766709296457028,4.49337259197564E-4
351,6-82,2019/1/3 10:20,0.609654633396646,0.9982782124358157,0.9972609017669268,0.10803658763770482
800,6-82,2019/1/6 13:10,0.41370584584306,0.6851874387069103,0.9828794137963627,7.142590068697155E-4
1137,6-82,2019/1/8 21:30,0.3285829837062206,0.440098435674618,0.8815554950926966,4.49337259197564E-4
1410,6-82,2019/1/10 19:20,0.40012985427427267,0.5839804500119422,0.9636686475127177,4.49337259197564E-4
1441,6-82,2019/1/11 0:30,0.39208238452205346,0.6076028039945421,0.9795676198999999,5.616715824214076E-4
1478,6-82,2019/1/11 6:40,0.6327359361055587,0.9966607781075283,0.9975275208018499,0.10290759042905251
1487,6-82,2019/1/11 8:10,0.7101113434269843,0.9960868492454399,0.9971554596475697,0.12312214870200053
1609,6-82,2019/1/12 4:30,0.4198053021648678,0.6523387490576374,0.9856250017320252,5.616715824214076E-4
1852,6-82,2019/1/14 4:10,0.36372140104496936,0.57060618726816,0.9637178920460587,6.740058719474409E-4
1928,6-82,2019/1/14 16:50,0.6370653268602475,0.2940554967525266,0.817301431594355,0.1973479817814646
2309,6-82,2019/1/17 8:30,0.31855644038855613,0.6753844482292403,0.9731463272809197,4.8615270079306974E-4
2590,6-82,2019/1/19 7:20,0.3232093628513392,0.7636155705132598,0.9969836049497413,7.985097436712965E-4
2881,6-82,2019/1/21 7:50,0.695377893678023,0.9928215472640184,0.9964489824324206,0.2047620469120514
2968,6-82,2019/1/21 22:20,0.47329091109300314,0.42282407279725154,0.8747010407386417,0.1694544365179316
3455,6-82,2019/1/25 7:30,0.546766824029325,0.9970042647835927,0.9971150512619916,0.13688403756870554
3682,6-82,2019/1/26 21:20,0.340244048354049,0.900032170470627,0.9971940219164224,0.010288886682498317
3897,6-82,2019/1/28 9:10,0.24899980544388436,0.41609780706718136,0.835560007849323,6.740058719474409E-4
3999,6-82,2019/1/29 2:10,0.37060317555189765,0.9324243201525252,0.997037946894302,0.014199056779589398
4038,6-82,2019/1/29 8:40,0.4029360662080523,0.954611856380539,0.9978145698216835,0.056817758334101034
