id,wtid,rectime,averageWindSpeed,averagePower,averageGeneratorSpeed,averagePitchAngle
903,6-82,2019/1/7 6:20,0.41510781597221097,0.4658556311893249,0.9111838022510518,0.06487493684678954
974,6-82,2019/1/7 18:10,0.4950707155572671,0.9759689345961046,0.9976580454564331,0.02970868055487514
1193,6-82,2019/1/9 6:50,0.7116361314680384,0.996246947769798,0.997605805675743,0.1412725551562629
1251,6-82,2019/1/9 16:40,0.32856373310011233,0.35233962611397396,0.8204957245032927,5.616715824214076E-4
1542,6-82,2019/1/11 17:20,0.22522091791252188,0.13024687578929575,0.6071297933758268,4.49337259197564E-4
1709,6-82,2019/1/13 4:20,0.4442876355092105,0.8174648038192311,0.993904976996511,0.006158728553545496
1869,6-82,2019/1/14 7:00,0.4569255352528993,0.9102759163268528,0.9970621010485222,0.010457388189799289
1885,6-82,2019/1/14 9:40,0.3736713403251999,0.5065045139180627,0.8948463578118526,0.0010681121059293967
1980,6-82,2019/1/15 1:30,0.5232180692751977,0.3703574852241367,0.8333197824613682,0.15764248300043743
2097,6-82,2019/1/15 21:00,0.4093012296104628,0.250128265381963,0.7312182939601335,0.19219464476815826
2213,6-82,2019/1/16 16:20,0.38615564308891714,0.44086367363584583,0.8797031122155647,0.11833670775477205
2275,6-82,2019/1/17 2:50,0.24079487093351212,0.35476577750861316,0.8174045508002239,5.616715824214076E-4
2308,6-82,2019/1/17 8:20,0.2914326642197839,0.5731106033207942,0.9443919196745663,0.0
2497,6-82,2019/1/18 15:50,0.2793022323312317,0.4922693621839911,0.9115451721763921,2.2466862398248032E-4
2577,6-82,2019/1/19 5:10,0.3939813531671981,0.9870344359645679,0.9971419972825678,0.04742192938531778
2640,6-82,2019/1/19 15:40,0.20903045125840422,0.24048453339632359,0.7202819236904882,2.2466862398248032E-4
2717,6-82,2019/1/20 4:30,0.49350095385402715,0.9772602794253981,0.9981025556266963,0.13004849520579298
2866,6-82,2019/1/21 5:20,0.402938595270321,0.9488290938863966,0.9956858285933796,0.04818112183841543
3027,6-82,2019/1/22 8:10,0.41244408135878813,0.9883040426348337,0.9966398798662941,0.05145753954669205
3572,6-82,2019/1/26 3:00,0.36621177369176233,0.9167412984782215,0.9970941607283864,0.01343611966858046
3786,6-82,2019/1/27 14:40,0.5708531713084791,0.6242380160027619,0.9899303509978379,0.17809949534317235
4268,6-82,2019/1/30 23:10,0.24942381684799061,0.3950059577640134,0.841404661006743,4.3810382462865894E-4
